case:concept:name,concept:name,time:timestamp
173688,A_SUBMITTED,2011-09-30 22:38:44.546000+00:00
173688,A_PARTLYSUBMITTED,2011-09-30 22:38:44.880000+00:00
173688,A_PREACCEPTED,2011-09-30 22:39:37.906000+00:00
173688,W_Completeren aanvraag,2011-09-30 22:39:38.875000+00:00
173688,W_Completeren aanvraag,2011-10-01 09:36:46.437000+00:00
173688,A_ACCEPTED,2011-10-01 09:42:43.308000+00:00
173688,O_SELECTED,2011-10-01 09:45:09.243000+00:00
173688,A_FINALIZED,2011-10-01 09:45:09.243000+00:00
173688,O_CREATED,2011-10-01 09:45:11.197000+00:00
173688,O_SENT,2011-10-01 09:45:11.380000+00:00
173688,W_Nabellen offertes,2011-10-01 09:45:11.554000+00:00
173688,W_Completeren aanvraag,2011-10-01 09:45:13.917000+00:00
173688,W_Nabellen offertes,2011-10-01 10:15:41.290000+00:00
173688,W_Nabellen offertes,2011-10-01 10:17:08.924000+00:00
173688,W_Nabellen offertes,2011-10-08 14:26:57.720000+00:00
173688,W_Nabellen offertes,2011-10-08 14:32:00.886000+00:00
173688,W_Nabellen offertes,2011-10-10 09:32:22.495000+00:00
173688,O_SENT_BACK,2011-10-10 09:33:03.668000+00:00
173688,W_Valideren aanvraag,2011-10-10 09:33:04.560000+00:00
173688,W_Nabellen offertes,2011-10-10 09:33:05.791000+00:00
173688,W_Valideren aanvraag,2011-10-13 08:05:26.925000+00:00
173688,A_REGISTERED,2011-10-13 08:37:29.226000+00:00
173688,A_APPROVED,2011-10-13 08:37:29.226000+00:00
173688,O_ACCEPTED,2011-10-13 08:37:29.226000+00:00
173688,A_ACTIVATED,2011-10-13 08:37:29.226000+00:00
173688,W_Valideren aanvraag,2011-10-13 08:37:37.026000+00:00
173691,A_SUBMITTED,2011-10-01 06:08:58.256000+00:00
173691,A_PARTLYSUBMITTED,2011-10-01 06:09:02.195000+00:00
173691,A_PREACCEPTED,2011-10-01 06:09:56.648000+00:00
173691,W_Completeren aanvraag,2011-10-01 06:09:59.578000+00:00
173691,W_Completeren aanvraag,2011-10-01 09:37:32.393000+00:00
173691,W_Completeren aanvraag,2011-10-01 09:43:13.178000+00:00
